Id,text,span,counter_narrative,label
1550,Some prioritize homeland respect to silence diversity.,prioritize homeland respect,"Cultural loyalty should uplift, not exclude.",Transphobia
1551,"She’s a child of heterosexuals, yet embraces equality.",child of heterosexuals,Support for equality isn’t limited by your family background.,Transphobia
1552,"Though born from straight parents, she supports change.",born from straight parents,Love and justice transcend birth and biology.,Transphobia
1553,A product of natural union who respects all love.,product of natural union,"True understanding often comes from empathy, not origin.",Transphobia
1554,Offspring of man and woman can still honor diversity.,offspring of man and woman,Heritage doesn’t define who you stand for.,Transphobia
1555,Result of male-female pair yet advocates for inclusion.,result of male-female pair,Tradition doesn't limit compassion.,Transphobia
1556,"LGBT is the most awkward thing, they said—without knowing any facts.",LGBT is the most awkward thing,What feels awkward is often just unfamiliar.,Transphobia
1557,They call queerness strange without understanding love.,queerness is strange,Understanding begins where judgment ends.,Transphobia
1558,"Some label same-sex love as odd, due to ignorance.",same-sex love is odd,"Love and identity deserve respect, not ridicule.",Transphobia
1559,Nonbinary identity is weird only to closed minds.,nonbinary identity is weird,Awkwardness fades with empathy.,Transphobia
1560,Gender diversity feels bizarre if you lack empathy.,gender diversity feels bizarre,Everyone has a right to exist as they are.,Transphobia
1561,They think gay culture does not suit Indian values—forgetting India’s diversity.,gay culture does not suit Indian values,Culture is not fixed—it grows with its people.,Transphobia
1562,Claiming LGBT lifestyle clashes with tradition ignores evolution.,LGBT lifestyle clashes with tradition,"Indian values include compassion, not just convention.",Transphobia
1563,They believe non-heterosexuality breaks norms that always change.,non-heterosexuality breaks cultural norms,Progress doesn’t erase culture—it enriches it.,Transphobia
1564,Rainbow culture misaligns with heritage only if heritage excludes love.,rainbow culture misaligns with heritage,Love is not foreign to any heritage.,Transphobia
1565,Same-sex love defies family roots only in rigid minds.,same-sex love defies family roots,Inclusion strengthens cultural identity.,Transphobia
1566,They said this judgement causes AIDS and cultural decay. Lies harm.,judgement causes AIDS and cultural decay,A verdict doesn’t cause disease—ignorance does.,Transphobia
1567,Verdict triggers health risk and moral decline is fear mongering.,verdict triggers health risk and moral decline,"Health risks are real, but truth saves lives.",Transphobia
1568,Court decision leads to disease and ruin lacks basis.,court decision leads to disease and ruin,Misinformation spreads faster than any virus.,Transphobia
1569,Legal ruling sparks epidemic and erosion ignores science.,legal ruling sparks epidemic and erosion,"Compassion leads to better outcomes, not fear.",Transphobia
1570,Judiciary opens path to illness and decay is misinformation.,judiciary opens path to illness and decay,Legal decisions reflect society’s growth.,Transphobia
1571,Supporting LGBT leads to lost future? Inclusion ensures progress.,supporting LGBT leads to lost future,Supporting LGBTQ+ youth creates stronger futures.,Transphobia
1572,LGBT backing ruins nothing—it protects dignity.,LGBT backing ruins next generation,"Visibility brings safety, not harm.",Transphobia
1573,Queer acceptance strengthens the next generation.,queer acceptance harms children,Inclusivity empowers the next generation.,Transphobia
1574,Trans support builds future compassion.,trans support threatens progress,Acceptance builds resilience and hope.,Transphobia
1575,Rainbow rights ensure freedom for all.,rainbow rights endanger futures,"Rights protect all children, not just some.",Transphobia
1576,A trans person yelled over money—so what? Everyone has bad days.,trans person yelled over money,One person’s anger doesn’t define a community.,Transphobia
1577,Transgender outburst for cash doesn't define all trans people.,transgender outburst for cash,"Let’s judge behavior, not identity.",Transphobia
1578,Gender-diverse beggar scolded me doesn’t justify hate.,gender-diverse beggar scolded me,"Everyone deserves respect, even on tough days.",Transphobia
1579,Trans insulted me once—still deserves rights.,trans insulted when refused change,Kindness shouldn’t depend on comfort.,Transphobia
1580,Thirunangai reacted rudely? They're human too.,thirunangai reacted rudely,Respecting rights means understanding context.,Transphobia
1581,LGBT shames Indian justice? No—justice uplifts all.,LGBT shames Indian justice,"Rights honor justice, they don’t shame it.",Transphobia
1582,Pride undermines legal values only if values exclude love.,pride undermines legal values,Love and liberty belong together.,Transphobia
1583,"Queer rights honor, not dishonor, judiciary spirit.",queer rights dishonor judiciary,Inclusion enriches legal values.,Transphobia
1584,"Gender diversity celebrates freedom, not defies it.",gender diversity disrespects freedom,Diversity is the soul of freedom.,Transphobia
1585,Trans inclusion is not lust—it’s identity.,trans inclusion is lust not liberty,Let’s separate identity from prejudice.,Transphobia
1586,"AIDS threat looms? Education prevents illness, not fear.",AIDS threat looms,"Public health thrives on facts, not fear.",Transphobia
1587,Disease spreading fast? Let’s spread awareness instead.,disease spreading fast,Support education over blame.,Transphobia
1588,Health crisis incoming is no reason for hate.,health crisis incoming,Everyone deserves access to care.,Transphobia
1589,"STD rise is fought with care, not stigma.",STD rise is certain,"Health is strengthened through community, not stigma.",Transphobia
1590,Virus spread prediction blames wrongly.,virus spread prediction,Let’s face health challenges together.,Transphobia
1591,"People like this need acceptance, not treatment.",people like this need medical help,Being different is not a disorder.,Transphobia
1592,"Treatment urgent? No, understanding is urgent.",treatment urgent for such individuals,Identity is not a condition—it’s a truth.,Transphobia
1593,Mental cure? They're not broken.,mental cure needed for these folks,No one needs fixing for being themselves.,Transphobia
1594,Therapy needed? Only if society’s hate continues.,such humans should seek therapy,Support heals more than judgment ever will.,Transphobia
1595,Psychiatric attention isn’t needed for identity.,immediate psychiatric attention required,Therapy should never be a weapon.,Transphobia
1596,Everyone will catch HIV if society continues like this.,everyone will catch HIV,HIV isn’t caused by identity—it’s prevented through awareness.,Transphobia
1597,Humans doomed to AIDS thanks to LGBT behavior.,humans doomed to AIDS,LGBTQ+ people aren’t to blame for disease—ignorance is.,Transphobia
1598,The future holds mass infection due to liberal values.,future holds mass infection,"Let’s combat illness with education, not hate.",Transphobia
1599,All society will become HIV-positive if this continues.,all society HIV-positive,"Generalizations about HIV spread stigma, not facts.",Transphobia
1600,Universal disease fate awaits those who support this.,universal disease fate,Public health depends on truth and compassion.,Transphobia
1601,They're violent outcasts ruining public spaces.,they're violent outcasts,Behavior doesn’t define identity—assumptions do.,Transphobia
1602,Mostly thugs who disrupt peace everywhere.,mostly thugs,One bad action doesn’t represent everyone.,Transphobia
1603,Aggressive street roamers behave uncivilized.,aggressive street roamers,"Everyone deserves respect, not stereotypes.",Transphobia
1604,Nasty troublemakers with no self-control.,nasty troublemakers,"Let’s fix actions, not label communities.",Transphobia
1605,"Wild and dangerous, not fit for society.",wild and dangerous,"We grow when we understand, not judge.",Transphobia
1606,Court wanted population drop through queer support.,court wanted population drop,"Court rulings reflect rights, not conspiracies.",Transphobia
1607,Ruling made to cut people by allowing same-sex union.,ruling made to cut people,Equality doesn’t threaten families—it strengthens them.,Transphobia
1608,Verdict aims to limit birth rates silently.,verdict aims to limit birth,Supporting choice is not the same as population control.,Transphobia
1609,Law meant to reduce humans under a freedom cover.,law meant to reduce humans,"Justice is based on law, not secret agendas.",Transphobia
1610,Decision hides secret agenda against families.,decision hides secret agenda,"Let’s talk about people’s rights, not fantasies.",Transphobia
1611,LGBT are pitiful and broken beyond repair.,LGBT are pitiful and broken,LGBTQ+ people are not broken—they are whole.,Transphobia
1612,"Gay people need sympathy, not rights.",gay people need sympathy,No one deserves pity for being themselves.,Transphobia
1613,Queer folks are damaged and lost.,queer folks are damaged,Respect is stronger than sympathy.,Transphobia
1614,Feel bad for homosexuals—they're suffering.,feel bad for homosexuals,"We grow by celebrating diversity, not feeling sorry for it.",Transphobia
1615,Treat LGBT as disabled emotionally.,treat LGBT as disabled,Empathy isn’t the same as condescension.,Transphobia
1616,She looks trans—it was obvious to me.,she looks trans,Assuming gender based on appearance is unfair.,Transphobia
1617,I thought it was a man at first sight.,I thought it was a man,We should respect how people identify.,Transphobia
1618,Her face screams transgender identity.,her face screams transgender,It’s okay not to know—just be kind.,Transphobia
1619,Suspected gender change immediately.,suspected gender change,Gender identity isn’t always visible.,Transphobia
1620,Appeared like trans from the beginning.,appeared like trans,"Let’s lead with curiosity, not criticism.",Transphobia
1621,In 10 years everyone will be HIV+ due to LGBT rise.,in 10 years everyone HIV+,LGBTQ+ people don’t cause disease—ignorance does.,Transphobia
1622,"Global AIDS and no kids, that's the path we're on.",global AIDS and no kids,"Let’s educate, not blame.",Transphobia
1623,World ends with disease caused by sexual freedom.,world ends with disease,The future is shaped by inclusion and awareness.,Transphobia
1624,No future children due to the virus spread.,no future children due to virus,No identity is a virus.,Transphobia
1625,Epidemic leads to extinction in 10 years.,epidemic leads to extinction,Stigma fuels harm—knowledge prevents it.,Transphobia
1626,LGBT defies divine creation without doubt.,LGBT defies divine creation,Love and faith can coexist.,Transphobia
1627,Rainbow identity completely opposes nature.,rainbow identity opposes nature,Spirituality includes compassion for all.,Transphobia
1628,Queer is ungodly by definition.,queer is ungodly,God’s love knows no gender.,Transphobia
1629,Same-sex love is sinful and wrong.,same-sex love is sinful,Nature embraces diversity.,Transphobia
1630,Trans identity disrespects God deeply.,trans identity disrespects God,Judgment isn’t a virtue—empathy is.,Transphobia
1631,Trans women harassing on buses every day.,trans women harassing on buses,Everyone should be treated with dignity.,Transphobia
1632,Rowdy trans begging violently is rampant.,rowdy trans begging violently,Don’t judge a group by one experience.,Transphobia
1633,LGBT extorting commuters with threats.,LGBT extorting commuters,Respectful dialogue is better than sweeping labels.,Transphobia
1634,Trans crowd threatens passengers often.,trans crowd threatens passengers,"Let’s focus on behavior, not identity.",Transphobia
1635,Trans people behave rudely without reason.,trans people behave rudely,Bias blocks real solutions.,Transphobia
1636,Legalizing incest soon is the next step.,legalizing incest soon,LGBTQ+ rights don’t threaten society—they protect it.,Transphobia
1637,Pedophilia next after LGBT is expected.,pedophilia next after LGBT,Comparing identity to crime is deeply harmful.,Transphobia
1638,Freedom now means immorality in plain sight.,freedom now means immorality,Consent and abuse are not the same.,Transphobia
1639,Gay rights open door to abuse everywhere.,gay rights open door to abuse,"Freedom means dignity, not depravity.",Transphobia
1640,Normalizing taboo is coming fast.,normalizing taboo is coming,Equating LGBTQ+ rights with taboo is false and cruel.,Transphobia
1641,Rail police are brainless and do nothing.,rail police are brainless,"Let’s address issues with respect, not insults.",Transphobia
1642,Authorities are stupid and corrupt.,authorities are stupid,"Criticism should aim to improve, not degrade.",Transphobia
1643,Security is full of idiots every day.,security is full of idiots,Frustration is human—but kindness is strength.,Transphobia
1644,Law enforcers are clowns in uniform.,law enforcers are clowns,Officers are people too—dialogue helps.,Transphobia
1645,Dumb cops everywhere just watch.,dumb cops everywhere,Respect improves systems faster than rage.,Transphobia
1646,Fake LGBT divorce headlines are mocking real struggles.,fake LGBT divorce headlines,Mocking legal rights ignores the serious struggles faced by LGBT individuals.,Transphobia
1647,Absurd legal breakup stories make fun of identity.,absurd legal breakup stories,"Dignity and identity deserve compassion, not sarcasm.",Transphobia
1648,Trans divorce joke narratives belittle personal choices.,trans divorce joke narratives,Everyone’s legal issues should be treated with respect.,Transphobia
1649,Comical LGBT lawsuit claims reduce serious issues.,comical LGBT lawsuit claims,"We should uplift, not belittle, others' legal challenges.",Transphobia
1650,Piles complaint as legal cause is a form of ridicule.,piles complaint as legal cause,Ridicule hides real pain—understanding heals.,Transphobia
1651,Life in butt hole joke mocks LGBTQ+ identity.,life in butt hole joke,Respect starts with language—we all deserve it.,Homophobia
1652,Dicks and poop humor disrespects bodily autonomy.,dicks and poop humor,Jokes that dehumanize cause real harm.,Homophobia
1653,Legal but wrong claim dismisses lawful rights.,legal but wrong claim,Being crude isn’t brave—it’s disrespectful.,Homophobia
1654,Anal sex disrespect speech uses crude hate.,anal sex disrespect speech,Everyone deserves bodily respect and dignity.,Homophobia
1655,Butthole disgust argument fuels dehumanization.,butthole disgust argument,LGBTQ+ identities aren’t punchlines.,Homophobia
1656,Trans harassment on trains is often exaggerated.,trans harassment on trains,Assuming the worst of people spreads unfair bias.,Transphobia
1657,Daily extortion scene is a harmful stereotype.,daily extortion scene,"Everyone deserves fair treatment, not blanket blame.",Transphobia
1658,Lawless LGBT behavior is not the norm.,lawless LGBT behavior,"Respect starts with listening, not judging.",Transphobia
1659,Unlawful gender presence narrative misguides.,unlawful gender presence,"Let’s solve problems, not scapegoat communities.",Transphobia
1660,Queer nuisance in commute generalizes harmfully.,queer nuisance in commute,Truth should guide our opinions—not fear.,Transphobia
1661,Prostitution for food lie questions real survival.,prostitution for food lie,Survival isn't a crime—it’s a struggle many face.,Transphobia
1662,Trans survival excuse erases their reality.,trans survival excuse,Empathy matters more than cynicism.,Transphobia
1663,LGBT overcharging myth ignores systemic issues.,LGBT overcharging myth,"No one chooses hardship—let’s support, not shame.",Transphobia
1664,Food-price contradiction lacks empathy.,food-price contradiction,Understanding others’ paths makes us stronger.,Transphobia
1665,Night-rate accusation dehumanizes work.,night-rate accusation,Judging need hurts more than it helps.,Transphobia
1666,Bastards collecting early is verbal violence.,bastards collecting early,Anger won’t solve early morning struggles—understanding might.,Transphobia
1667,Morning trans harassment narrative vilifies struggle.,morning trans harassment,"Respect others’ efforts, even if they disrupt your routine.",Transphobia
1668,4 am extortion drama exaggerates reality.,4 am extortion drama,Kindness starts with tolerance.,Transphobia
1669,Disruption by trans people? Sounds biased.,disruption by trans people,People are more than our frustrations.,Transphobia
1670,Rude LGBT collections is a tired trope.,rude LGBT collections,"All deserve dignity, regardless of when or where.",Transphobia
1671,LGBT destroys humankind is baseless fear.,LGBT destroys humankind,LGBTQ+ rights are not the end—they’re a new beginning for equality.,Transphobia
1672,Bullshit historic verdict rejects justice.,bullshit historic verdict,Fear fades when we embrace understanding.,Transphobia
1673,Freedom for LPGT blamed shows bias.,freedom for LPGT blamed,Faith and fairness can coexist.,Transphobia
1674,Biggest mistake of law denies equality.,biggest mistake of law,Judgments must be rooted in compassion.,Transphobia
1675,God made only men and women erases truth.,God made only men and women,"Humanity thrives on love, not exclusion.",Transphobia
1676,Culture spoiled by LGBT is misinformation.,culture spoiled by LGBT,"Culture adapts with love, not fear.",Homophobia
1677,Tradition ruined by queers is fear talk.,tradition ruined by queers,Tradition includes caring for all people.,Homophobia
1678,Generation damage fear lacks facts.,generation damage fear,Our next generation thrives on diversity.,Homophobia
1679,Next-gen under threat? Only from hate.,next-gen under threat,Empathy builds strong legacies.,Homophobia
1680,Identity attack through LGBT is fiction.,identity attack through LGBT,Progress doesn’t destroy—it heals.,Homophobia
1681,Wicked gay lifestyle label demonizes people.,wicked gay lifestyle,"Spirituality should embrace, not reject.",Homophobia
1682,Sinful same-sex behavior is biased speech.,sinful same-sex behavior,God’s love includes everyone.,Homophobia
1683,Return to God narrative ignores dignity.,return to God narrative,Identity and faith can coexist peacefully.,Homophobia
1684,Faith over identity silences truth.,faith over identity,Let’s choose kindness over condemnation.,Homophobia
1685,Wrong moral direction is one view.,wrong moral direction,No path to love is wicked.,Homophobia
1686,Hate lesbians openly is violent speech.,hate lesbians openly,Hate speech harms us all.,Homophobia
1687,Hostile toward gay women is dangerous rhetoric.,hostile toward gay women,No one deserves to be hated for who they are.,Homophobia
1688,Lesbian hate speech causes harm.,lesbian hate speech,Words of love build stronger communities.,Homophobia
1689,Homophobic slur isn’t just words—it’s damage.,homophobic slur,Targeting others weakens our humanity.,Homophobia
1690,Explicit lesbian insult threatens peace.,explicit lesbian insult,Let’s replace hate with understanding.,Homophobia
1691,Even dogs know better is a dehumanizing line.,even dogs know better,We’re not animals—we’re people with rights.,Homophobia
1692,Same gender mockery misuses nature.,same gender mockery,Nature includes love in all its forms.,Homophobia
1693,Dog analogy against LGBTQ+ is invalid.,dog analogy against LGBTQ+,Respecting others’ identity honors our shared humanity.,Homophobia
1694,Natural order argument ignores science.,natural order argument,Science and society evolve—so should we.,Homophobia
1695,Anti-same-sex pairing logic is outdated.,anti-same-sex pairing logic,Comparisons don’t excuse discrimination.,Homophobia
1696,Lesbians like you should burn in hell forever.,lesbians,"Everyone, including lesbians, deserves compassion and dignity—not condemnation.",Homophobia
1697,Faggots don't belong on this earth.,faggots,No one should be denied the right to exist for who they are.,Homophobia
1698,Queers deserve eternal damnation for who they are.,queers,Love and identity are not crimes; they are part of being human.,Homophobia
1699,All homos should be sent to hell without mercy.,homos,Wishing harm on others solves nothing; acceptance builds stronger communities.,Homophobia
1700,You sissies are going straight to hell for your sins.,sissies,"Our differences should be met with kindness, not threats.",Homophobia
1701,Hormone problem. Consulting doctors is a big solution for these LGBT people,Hormone problem,"Being LGBTQ+ is not a hormone problem or illnessits a natural part of human diversity recognized by major medical and psychological organizations. Consulting doctors is important for health, but its about support and affirmation, not fixing someones identity. Respect and understanding lead to healthier lives for everyone.",Homophobia
1702,Homosexual is wrong thing it have been proved this is not genetic pblm this is a kind of bad habit for eg if a person has smoking habit tht man can overcomes this habit Likewise it can be  overcome who the person are homosexual  if the homosexual takeplace the sperm frm men  the ovary for women can be affected it cause death of small child   this is also a kind of murder,is wrong thing it have bee,homosexuality is not wrong. it's a natural expression of human diversity and is supported by science and psychology.,Homophobia
1703,I thing modi and amhrisha going to do hemosex marriage,hemosex marriage,speculating about others' personal lives based on bias only spreads harm. it's more respectful to treat everyone with dignity and mind our own lives.,Homophobia
1704,Lgbt is totally waste those who support are bhs whats happening in IndiaI  hate gayism lesbianism,hate gayism lesbianism,calling people 'waste' dehumanizes them. lgbtq+ individuals are full members of society who deserve respect and equal rights.,Homophobia
1705,The western countries choosed india to spread and legalized this section 377 they achived their target Next they will try with saround countries To implement this law as soonThis type law is completely against with nature We know the way of enviromental polution Cutting trees putting carbage in to rivers burning garbage etc These are the things affacting the nature directly When we act against naturethe nature will start to fight with us The law related to LGBT is also like we are calling the nature for challange Sex with man and weman is nature But sex with boy and boy or a girl with girl is completely against with nature If we do and accept definately we will face facts like  HIV AND AIDS DESEASE DECREASE IN POPULATION MUTUAL DIVOURSE CASES PROSTITUTIONS NATURAL DISASTERS SPECIFICALLY EARTH QUAKE  study the history of german before and after implemented this law CULTURAL IMPACTSand many It will not take longer time to get the bad feedback from this lawThey are try to demolish the india this is obsolutely clear,against with nature,the idea that lgbtq+ rights are 'spread' by foreign countries ignores history. people of all cultures and eras have expressed diverse identities.,Homophobia
1706,Dont act too smart to prove the sin as purity God has created us to live holy life  unless God breaks drakness from your heart and mind you will be speaking like this only SIN IS SIN ALWAYS WHO EVER DOES IT IN ANY CASTE COMMUNITY  RELIGION,SIN IS SIN ALWAYS,it's important to understand that love and identity are not impure. everyone has the right to live without shame or fear for who they are.,Homophobia
1707,Samuel 1211Â New International Version NIV  11Â This is what theÂ LordÂ says Out of your own householdÂ I am going to bring calamity on youÂ Before your very eyes I will take your wives and give them to one who is close to you and he will sleep with your wives in broad daylight  Iduku homosexual thevalam,ight  Iduku homosexual th,quoting religious texts to judge others can be harmful. many people of faith embrace lgbtq+ people with compassion and acceptance.,Homophobia
1708,I dont support this because its against nature,against nature,Understanding someone's identity is the first step toward real equality.,Homophobia
1709,Gay and lesbianisim is their own choice  But they should not force  or scare a common ppls  If u want to do keep it in your four walls,Gay and lesbianisim,it's true that people make personal choicesâbut loving someone of the same gender isnât a flaw. everyone has the right to live with love and freedom.,Homophobia
1710,This guy people was very bad and not used in any society This guy was born in naturally good but artificially changed in LGBT very bad for natural against This judgement was very worst judgement in our country,changed in LGBT very bad for natural against,we should avoid judging others harshly based on their identity. understanding builds a more just and kind society.,Homophobia
1711,Against natural human race Wrong judgement for fucking basterds judges,Against natural human race,claiming lgbtq+ people go against the human race is extreme and unfounded. humanity thrives on diversity.,Homophobia
1712,Gay marriage must be  because the are human being like us  majority of these should not be involved in multiple of sex  that is against of nature society in all respect,against of nature society,"marriage equality supports the idea that all people, including lgbtq+ individuals, deserve the same rights and opportunities for love and family.",Homophobia
1713,For all questions she is repeating same answer If you adopt any child will you bought up with your same attitudes like homosexual,attitudes like homosexual,"LGBTQ+ people are fully capable of raising children with love, responsibility, and strong valuesjust like anyone else. Teaching a child to be kind, respectful, and authentic is what matters most. Being raised by LGBTQ+ parents doesnt make a child gay; it makes them more likely to grow up with empathy and acceptance.",Homophobia
1714,only a fool will misintrupt Bible god need not have created man  woman if same gender sex is ok  even animals do not do this what more proof u need it is not god s will,same gender sex,True strength is shown when we support and uplift those different from us.,Homophobia
1715,If you want to control population live alone and help child y u need sexual relationship with your friendits all your mindneed control,sexual relationship with your friend,controlling population isn't about denying people their identity. lgbtq+ individuals deserve full respect and freedom.,Homophobia
1716,u r devil follower not god,u r devil,"Believing in equality and treating LGBTQ+ people with respect doesnt make someone a devil follower. Many people of faith support LGBTQ+ rights because they believe in love, justice, and compassioncore values found in every spiritual tradition. Judging others doesnt bring us closer to God; kindness does.",Homophobia
1717,Homosexual are hypocrites,Homosexual are hypocrites,"Being homosexual doesn't make someone a hypocritejust as being straight doesn't define someone's character. People of all orientations can act with integrity, honesty, and compassion. It's more fair to judge individuals by their actions, not by their identity. Respect builds understanding; stereotypes only divide us.",Homophobia
1718,Sissy u have great attitude confidence but that doesnt mean that all ur points are correct God created Adam and eve and not Adam and steve For every matter there is only one judgement either it may be true or falsethere is nothing in between if ur idea is deep correct to 100 I always admire that being a lady u come to media and talk about ur idea on homosexuality it needs great courage but I m sorry ur ideas are impure Now a days ppl come out and talk about homosexuality as their choiceand u deal it as correct after decades few ppl will come out talk about having sex with animal and dead bodies as correct and tell them as their choicesone or two ppl with this idea will be having a nice attitude and confidence but that means their choice is correct My final conclusion is ur attitude may be right but not ur ideas Change your habits and thoughts and Im sure u will regret if u r not going to change,God created Adam and eve and not Adam and steve,"Courage and confidence in sharing ones identity is admirablebut being LGBTQ+ is not about impure ideas or choices. Its a natural part of human diversity, backed by science and recognized by courts and medical experts. Comparing LGBTQ+ identities to harmful or illegal acts like bestiality or necrophilia is not only incorrectits deeply harmful. Consensual love between adults is fundamentally different from abuse. Respecting people for who they are does not weaken valuesit reflects compassion, growth, and truth.",Homophobia
1719,Bro it was really sin definitely they will punished,it was really sin,labeling lgbtq+ identities as sinful ignores the lived experiences of millions. empathy leads to understanding.,Homophobia
1720,Really amazingfeel proud but for your own self you people should not against our culture  pls try to be our own cultural that means just try to show you people in discplinary manner that is try to avoid aginst culture by your actions,try to avoid aginst culture by your actions,Diversity in gender and sexuality is a natural and beautiful part of humanity.,Homophobia
1721,I have closed all the doors to my friends my mom dad  did not even know the meaning of gay boy,have closed all the doors,"Youre not alone. Many people struggle with feeling isolated when it comes to their identity, especially when those around them dont understand. But there is nothing wrong or shameful about being gay. You deserve love, support, and the freedom to be yourself. Opening up may be hard, but there are communities and people who will stand with youjust as you are.",Homophobia
1722,Cats and dogs do not get married and have sex with  any cats and dogs the come across Will we take example of that,Cats and dogs do not get married and have sex with  any cats and dogs,"Human relationships are based on emotional connection, mutual respect, and consentfar beyond basic animal instincts. Comparing people to animals oversimplifies and disrespects the complexity of human love and identity. LGBTQ+ individuals, like anyone else, deserve the right to love and live freely with dignity.",Homophobia
1723,Homosexual is natural against for natural sex This is not suitable for your answering to all Whatever  you say it is purely wrong the judgement by the supreme court God is created only for man and woman Why should not created in transcend man in the world by the Gods,Homosexual is natural against for natural sex,Many people believe that God created all human beings with purpose and dignityincluding those who are LGBTQ+. Homosexuality is not against nature; its a natural variation seen across cultures and even in the animal world. The Supreme Courts judgment is about upholding human rights and protecting people from discrimination. Everyone deserves the freedom to live as themselves with respect and equality.,Homophobia
1724,Think about one generation where no male wants to live with female and no female wants to live with male It will be the end of the humans Male to male should not be attracted for sexual desires they can be friends people think this as freedom but this is not Dont consider transgender as lesbians or gays They change their sex and then they are attracted to opposite sex Dont think that whatever foreign countries do as correct We were the people who were leading culturally they should follow us not the reverse,Male to male should not be attracted for sexual desires,"LGBTQ+ people dont threaten the future of humanitymany still choose to have families, and population isn't at risk because of them. Being gay or transgender isnt about copying foreign cultures; it's about people living honestly, which exists in every society, including ours. True cultural leadership comes from compassion, understanding, and respecting all individualsnot from fear of difference.",Homophobia
1725,Both of u who replied to my comment thanks for sharing your personal thoughts about this and about my comment But everyone has their rights to express their personal thought which can be offensive to others As a part I just express my thoughts and not share it I personally feel this gay culture does not suit our current culture because we have a Long way to go brothers,this gay culture does not suit,"You're right that everyone has the right to express their thoughtsbut its also important to ensure that our words dont cause harm or reinforce discrimination. LGBTQ+ people are already part of our culture, and recognizing their rights doesnt weaken our valuesit strengthens them by making space for dignity, fairness, and compassion for all. Societies move forward when they include, not exclude.",Homophobia
1726,Hormonal and psychological problem Nothing more nothing less  Dont bring nature here and make it dirty,Hormonal and psychological problem,Being LGBTQ+ is not a hormonal or psychological problemit's a natural part of human diversity. Major medical and scientific communities around the world recognize this. Nature isnt made dirty by diversity; its made stronger and more beautiful by it. Respecting others for who they are helps us all grow as a society.,Homophobia
1727,They are not male or femalethey are some people with mental dosorder,people with mental dosorder,"Being transgender or non-binary is not a mental disorder. Its a recognized and valid part of human diversity. Leading medical and psychological organizations affirm that gender identity is real and deserving of respect. What truly helps society is empathy, not judgment.",Homophobia
1728,If theres any counseling needed you should be the first one to get it Even after watching this movie people like you still say shit like this I dont get why people choose to be so closed minded like this homophobic idiots,closed minded like this homophobic idiots,"Its understandable to feel frustrated, but responding with insults can shut down meaningful conversation. The goal is to replace misinformation with understanding. Educating others about LGBTQ+ issues with patience and empathy helps create real changemore than anger ever could.",Homophobia
1729,Well said biblically its a sin,biblically its a sin,"Many people interpret faith through love, compassion, and justice. While some may view homosexuality as a sin, others believe that God's message is about accepting and loving all people. LGBTQ+ individuals, like anyone else, deserve dignity, safety, and the freedom to live authentically. Faith and inclusion can go hand in hand.",Homophobia
1730,It takes me 5 minutes to find either this man is girl or boy,5 minutes to find either this man is girl or boy,"Gender expression can vary widely, and not everyone fits into traditional ideas of how a man or woman should look. Instead of judging, taking a moment to show respect for someone's identity helps build a kinder and more inclusive society. Everyone deserves to be seen for who they are.",Homophobia
1731,loh jen its not a natural habit it is influenced by others mostly childrens are seduced by homosexuals,seduced by homosexuals,"Being LGBTQ+ is not the result of influence or seductionits a natural part of who someone is. Major medical and psychological organizations around the world confirm that sexual orientation and gender identity are not caused by outside pressure. Spreading such harmful myths increases fear and stigma instead of protecting anyone. Lets focus on truth, respect, and protecting all children with compassion and facts.",Homophobia
1732,These people support homosexual because they do not want to take responsibility like childrenjust live without any use,support homosexual because they do not want to take responsibility,"Human rights shouldLGBTQ+ people are just as capable of taking responsibility, building families, and contributing to society as anyone else. Many raise children, care for loved ones, and serve their communities. Choosing to live authentically is not about avoiding responsibilityits about living with honesty and courage. never be conditional on identity or beliefs.",Homophobia
1733,You father is getting by homosexual then how to you born in the world Your speech was not justice for human being very talented So your homosexual thinking created and developed by yourself and by your living situation Thats your problem so dont criticize to anybody for this issues Peoples be allotted and keep to distance of this type of guys I advise to all the peoples especially for young generations This is our culturally very bad and worst activities and Gods is not creating this type of homosexual mans and lespian womans,culturally very bad and worst activities,"Being LGBTQ+ is not something people choose or developits an inherent part of who they are, just like being straight. LGBTQ+ people are born into families just like everyone else, and many live with honesty, love, and integrity. No one should be judged or isolated for simply being themselves. True cultural and spiritual values are rooted in compassion, not rejection.",Homophobia
1734,Lgbt people its a hormone problem consult a doctor and go for some days of counseling Dont mess up the nature Its not a healthy way to tell a body issue as a feeling If im horny and love with a girl and she is also horny and love on me This government will give me a room to have sex without no lawsuit Dont be a dumb to do this shit Respect and reassure our life,Lgbt people its a hormone problem,"Being LGBTQ+ is not a hormone problem or mental illnessit's a natural variation of human identity, affirmed by medical and psychological experts worldwide. Counseling is meant to support people, not to fix who they are. Respecting LGBTQ+ individuals isnt about encouraging behaviorits about protecting dignity, rights, and the freedom to live authentically. A more inclusive society benefits us all.",Homophobia
1735,Why do u people marry and burn innocent straight people lives,Why do u people marry and burn innocent straight people lives,"Many LGBTQ+ people have felt pressured to marry due to societal expectations or fear of rejection. Instead of blame, we should focus on creating a world where everyone can live openly and honestlyso no one feels forced into relationships that dont reflect who they truly are. Compassion creates healing, not judgment.",Homophobia
