V4_id,augmented_text,entityt_tokens,counter_narrative,label
V4_637,நாட்டுக்கு நல்லது என்ற பெயரில் பலரும் சட்டம் பேசுகிறார்கள்; ஆனால் ஒரே பாலின ஈர்ப்பு சமூக ஒழுக்கத்தை சிதைக்கும் பழக்கம் என்பதால் விலக்கப்படவேண்டும் என்று நான் சொல்கிறேன்.,சமூக ஒழுக்கத்தை சிதைக்கும் பழக்கம்,ஒரே பாலின உறவுகளை இப்படி குற்றமாக்க ஆதாரம் இல்லை; சம்மதமும் மரியாதையும் உள்ள உறவுகள் சமூகத்தை பாதிக்காது.,Homophobia
V4_638,குழந்தைகளுக்கு முன்மாதிரி அப்பா‑அம்மா இருப்பது நல்லதே; ஆனா ஒரே பாலின திருமணங்கள் குடும்பத்தின் அர்த்தத்தை கெடுக்கும் என்று நான் நினைக்கிறேன்.,ஒரே பாலின திருமணங்கள் குடும்பத்தின் அர்த்தத்தை கெடுக்கும்,பல்வேறு குடும்ப வடிவங்கள் குழந்தைகளுக்கு அன்பும் பாதுகாப்பும் தந்து வளர்க்கின்றன; அவை “குடும்பத்தின் அர்த்தத்தை கெடுக்கும்” என்பதில்லை.,Homophobia
V4_639,நீ உன் வழியில் போ; gay lesbian தொடர்பு பாவத்தைப் பெருக்கும் என்பதால் மற்றவர்களை இழுத்து வராதே என்று சொல்கிறேன்.,gay lesbian தொடர்பு பாவத்தைப் பெருக்கும்,“பாவம்” என்ற குறிப்பு நம்பிக்கையின் விளக்கம்; சம்மதத்துடன் உள்ள உறவுகளை அதனால் பழி சொல்ல முடியாது.,Homophobia
V4_640,"நாம் தொழில்நுட்பத்தில் முன்னேறினாலும், நாட்டை அழிக்கும் ஓரின ஆசைகள் உண்டென நான் கருதுகிறேன்; இல்லையெனில் தலைமுறை கெடும்.",நாட்டை அழிக்கும் ஓரின ஆசைகள்,பாலின ஆசைகள் நாட்டை அழிக்காது; பாகுபாடே சமூக நலனை குன்றச் செய்கிறது.,Homophobia
V4_641,"ஆண்களும் பெண்களும் சமமாக இருந்தாலும், சிலர் gay lesbian பழக்கத்தை சமுதாயத்தில் பரப்புகிறார்கள் என்பதால் அது தவறு.",gay lesbian பழக்கத்தை சமுதாயத்தில் பரப்புகிறார்கள்,ஒரே பாலின உறவுகள் “பழக்கம்” அல்ல; அவை சம்மதத்துடன் உள்ள அன்பின் வெளிப்பாடுகள்.,Homophobia
V4_642,"சில நாடுகள் முன்னேறினாலும், ஓரின ஆசையை பின்பற்றும் சமுதாயம் தாழ்வு நிலைக்குச் சென்று விடும் என்கிறேன்.",ஓரின ஆசையை பின்பற்றும் சமுதாயம் தாழ்வு நிலைக்குச் சென்று விடும்,பாலின ஆசைகள் சமுதாயத்தை தாழ்வு நிலைக்குக் கொண்டு போகாது; பாகுபாடே முன்னேற்றத்தை தடை செய்கிறது.,Homophobia
V4_643,சிலர் தங்களின் best friend உடன் பாலியல் உறவில் ஈடுபடுவது இயல்பல்ல என்று நான் கருதுகிறேன்.,best friend உடன் பாலியல் உறவில் ஈடுபடுவது இயல்பல்ல,சம்மதத்துடன் உள்ள உறவுகள் இயல்பற்றவை அல்ல; அவை தனிநபர் விருப்பத்தின் வெளிப்பாடுகள்.,Homophobia
V4_644,"பழமையான கலாச்சாரம் படி, ஆண் ஆணோடு, பெண் பெண்ணோடு இணைவு தடைசெய்யப்பட்டது.","ஆண் ஆணோடு, பெண் பெண்ணோடு இணைவு தடைசெய்யப்பட்டது",கலாச்சாரம் காலத்துடன் மாறுகிறது; பாலின அடிப்படையிலான உறவுகளை தடை செய்வது பாகுபாடு.,Homophobia
V4_645,நாட்டு முன்னேற்றத்துக்கு இடையூறாக இருக்கும் ஓரினச்சேர்க்கை பழக்கங்களை நீக்க வேண்டும் என்கிறேன்.,ஓரினச்சேர்க்கை பழக்கங்களை நீக்க வேண்டும்,ஒரே பாலின உறவுகள் முன்னேற்றத்திற்கு தடையாக இல்லை; பாகுபாடே முன்னேற்றத்தைக் குறைக்கிறது.,Homophobia
V4_646,சிலர் பேய் நாயங்க மாதிரி நடந்து கொண்டு ஒரே பாலின ஆசைகளைப் பின்பற்றுகிறார்கள் என்று சொல்வார்கள்.,பேய் நாயங்க மாதிரி நடந்து,ஒருவரை “பேய்” அல்லது “நாய்” என அவமதிப்பது தவறு; அது பாகுபாட்டை ஊக்குவிக்கிறது.,Homophobia
V4_647,"சிலர் முன்னேற்றம் பேசினாலும், gay lesbian ஆசைகள் சமூகத்தை பாதிக்கும் என நினைக்கிறேன்.",gay lesbian ஆசைகள் சமூகத்தை பாதிக்கும்,பாலின ஆசைகள் சமூகத்தை பாதிக்காது; பாகுபாடே ஒற்றுமையை குலைக்கிறது.,Homophobia
V4_648,பள்ளிகளில் ஓரின பழக்கங்களை ஊக்குவித்தால் மாணவர்கள் தவறாக பாதிக்கப்படுவார்கள்.,ஓரின பழக்கங்களை ஊக்குவித்தால்,"பல்வகை உறவுகளைப் புரிந்துகொள்வது மாணவர்களின் சமூக உணர்வை வளர்க்கும், பாதிக்காது.",Homophobia
V4_649,ஓரின உறவுகளில் ஈடுபடும் நபர்களை சமூகத்தில் ஒதுக்க வேண்டும் என்கிறார்கள்.,ஓரின உறவுகளில் ஈடுபடும் நபர்கள்,ஒரே பாலின உறவுகளில் ஈடுபடுவது குற்றமல்ல; அது தனிநபர் உரிமை.,Homophobia
V4_650,ஒம்பும் பழக்கம் நாட்டில் தடை செய்யப்பட வேண்டும் என்கிறார்.,ஒம்பும் பழக்கம்,“ஒம்புவது” குற்றமல்ல; அது பாலின அடையாளத்தின் ஒரு வெளிப்பாடு.,Transphobia
V4_651,புண்ட பாயா கூதி மாதிரி பேசுகிறான் என்கிறார்.,புண்ட பாயா கூதி மாதிரி,ஒருவரின் பாலின அடையாளத்தை அவமதிப்பது பாகுபாடு.,Transphobia
V4_652,சிலர் ஒம்புவது 9 புணர்ச்சி என விமர்சிக்கிறார்கள்.,ஒம்புவது 9 புணர்ச்சி,பாலின புணர்ச்சி குற்றமல்ல; அது இயல்பான மனித இயல்பு.,Transphobia
V4_653,ஆம்பளையா பொம்பளையா என்றே தெரியவில்லை என்று சொல்கிறார்கள்.,ஆம்பளையா பொம்பளையா,பாலின அடையாளம் ஒருவரின் மனித மதிப்பை குறைக்காது.,Transphobia
V4_654,அசிங்கக் கல்யாணம் நடத்துபவர்கள் சட்டத்தால் தடுக்கப்பட வேண்டும்.,அசிங்கக் கல்யாணம் நடத்துபவர்கள்,ஒருவரின் திருமணத்தை “அசிங்கம்” என அழைப்பது பாகுபாடு.,Transphobia
V4_655,சிலர் திருநங்கைகள் தொல்லை தருகிறார்கள் என்கிறார்கள்.,திருநங்கைகள் தொல்லை தருகிறார்கள்,திருநங்கைகள் தொல்லை தருவதில்லை; பாகுபாடே உண்மையான பிரச்சனை.,Transphobia
V4_656,ஒம்புவது 9 புண்டையங்க மாதிரி நடக்கிறார்கள் என்கிறார்கள்.,ஒம்புவது 9 புண்டையங்க மாதிரி,பாலின அடையாளத்தை இழிவாக கூறுவது தவறு; அது மனித உரிமைக்கு எதிரானது.,Transphobia
V4_657,சிலர் 9 நாயங்க மாதிரி வாழ்கிறார்கள் என விமர்சிக்கிறார்கள்.,9 நாயங்க மாதிரி,ஒருவரை “நாய்” என அழைப்பது அவமதிப்பு மற்றும் பாகுபாடு.,Transphobia
V4_658,அவளா இவர் என்று பாலின அடையாளத்தை அசிங்கப்படுத்தும் வார்த்தை.,அவளா இவர் என்று பாலின அடையாளத்தை அசிங்கப்படுத்தும் வார்த்தை,பாலின அடையாளத்தை அசிங்கப்படுத்துவது பாகுபாடு மற்றும் அவமரியாதை.,Transphobia
V4_659,நாயங்க மாதிரி நடந்து அதிகாரத்தை துஷ்பிரயோகம் செய்கிறது.,நாயங்க மாதிரி நடந்து அதிகாரத்தை துஷ்பிரயோகம்,ஒருவரை “நாய்” என்று அவமதிப்பது தவறு; அது மரியாதையை குலைக்கிறது.,Transphobia
V4_660,ஓரின உறவுகள் கொண்ட திருநங்கைகள் சமுதாயத்தை கெடுக்கும் பழக்கம்.,ஓரின உறவுகள் கொண்ட திருநங்கைகள்,சமுதாயத்தை கெடுப்பது உறவுகள் அல்ல; பாகுபாடே உண்மையான பிரச்சனை.,Transphobia
V4_661,இவங்ககாலவெள்ளம் மாதிரி திருநங்கைகள் பரவுவது நாட்டிற்கு ஆபத்து.,இவங்ககாலவெள்ளம் மாதிரி திருநங்கைகள் பரவுவது,திருநங்கைகளை ஆபத்து எனச் சித்தரிப்பது தவறு; அவர்கள் சமூகத்தின் ஓர் அங்கம்.,Transphobia
V4_662,திருநங்கைகளை ஓட ஓட விரட்டும் நடவடிக்கை தேவை.,திருநங்கைகளை ஓட ஓட விரட்டும் நடவடிக்கை,திருநங்கைகளை விரட்டுவது மனித உரிமைக்கு எதிரானது.,Transphobia
V4_663,FFநாயங்க மாதிரி பேசும் கெட்ட பழக்கம்.,FFநாயங்க மாதிரி பேசும் கெட்ட பழக்கம்,இழிவான சொல்லாடல் பாகுபாட்டை ஊக்குவிக்கிறது.,Transphobia
V4_664,ஓம்போது 9 பழக்கம் அருவருப்பான செயல்.,ஓம்போது 9 பழக்கம் அருவருப்பான செயல்,பாலின பழக்கங்களை அருவருப்பாகச் சித்தரிப்பது பாகுபாடு.,Transphobia
V4_665,சேவலுமா 9 மாதிரி பழிவாங்கும் பேச்சு.,சேவலுமா 9 மாதிரி பழிவாங்கும் பேச்சு,பாலின அடையாளத்தை கேலி செய்வது தவறு.,Transphobia
V4_666,புண்ட பாயா கூதி மாதிரி நடக்கும் அவமானம்.,புண்ட பாயா கூதி மாதிரி நடக்கும் அவமானம்,பாலின அடையாளத்தை அவமானப்படுத்துவது பாகுபாடு.,Transphobia
V4_667,திருநங்கை திருமணங்களை ரத்து செய்யும் திட்டம்.,திருநங்கை திருமணங்களை ரத்து செய்யும் திட்டம்,திருநங்கை திருமணங்கள் சட்டப்படி செல்லுபடியாகும்; அவை மனித உரிமை.,Transphobia
V4_668,குமா ஓரா மாதிரி பழிக்கப்படும் பெயர்.,குமா ஓரா மாதிரி பழிக்கப்படும் பெயர்,இழிவான பெயர்கள் சமூக பாகுபாட்டை வளர்க்கின்றன.,Transphobia
V4_669,சட்டப்படி திருநங்கைகள் வேலை செய்ய முடியாத நிலை.,சட்டப்படி திருநங்கைகள் வேலை செய்ய முடியாத நிலை,சட்டப்படி பாகுபாடு தவறு; அது சம உரிமையை மீறுகிறது.,Transphobia
V4_670,9 பண்ணி மாதிரி பழிக்கும் குரல்.,9 பண்ணி மாதிரி பழிக்கும் குரல்,ஒருவரின் அடையாளத்தை “9” எனக் குறிப்பிடுவது அவமரியாதை.,Transphobia
V4_671,சில திருநங்கை நாய்களால் கேட்படையர் அடிக்கணம் தண்டிக்கப்பட வேண்டும்.,திருநங்கை நாய்களால் கேட்படையர் அடிக்கணம்,திருநங்கைகளை வன்முறையுடன் நடத்துவது மனித உரிமை மீறல்.,Transphobia
V4_672,நாயக்காரர்கள் மாதிரி திருநங்கைகள் சமூகத்தைக் கெடுப்பார்கள்.,நாயக்காரர்கள் மாதிரி திருநங்கைகள்,திருநங்கைகளை அவமதிப்பது பாகுபாடு; அது சமத்துவத்திற்கு எதிரானது.,Transphobia
V4_673,ஆண் புண்டைங்க கருமோல் chiii மாதிரி அருவருப்பாக இருக்கின்றது.,ஆண் புண்டைங்க கருமோல் chiii மாதிரி,உடல் அமைப்பை கேலி செய்வது தவறு; அது மரியாதையை குலைக்கிறது.,Transphobia
V4_674,திருநங்கை பணத்தை ஏமாற்றி எடுக்கும் பழக்கம்.,திருநங்கை பணத்தை ஏமாற்றி எடுக்கும் பழக்கம்,பண மோசடி பாலினத்துடன் தொடர்புடையது அல்ல; அது தனி நபர் நடத்தை.,Transphobia
V4_675,LT மாதிரி ஆபாசமான பேச்சு.,LT மாதிரி ஆபாசமான பேச்சு,ஆபாசமான சொற்கள் பாகுபாட்டை ஊக்குவிக்கின்றன.,Transphobia
V4_676,கூதி மாதிரி இழிவான பேச்சு.,கூதி மாதிரி இழிவான பேச்சு,இழிவான சொற்கள் சமூக ஒற்றுமையை குலைக்கின்றன.,Transphobia
V4_677,ஓம்போது 9 திருநங்கைகள் அரசாணியில் இருப்பது அவமானம்.,ஓம்போது 9 திருநங்கைகள் அரசாணியில் இருப்பது,பாலின அடையாளத்தின் அடிப்படையில் பதவியை நிராகரிப்பது தவறு.,Transphobia
V4_678,திருநங்கைகள் கோவிலில் மிரட்டி பணம் எடுப்பது அருவருப்பு.,திருநங்கைகள் கோவிலில் மிரட்டி பணம் எடுப்பது,குற்றம் செய்யும் ஒருவரின் பாலினம் முக்கியமல்ல; குற்றமே முக்கியம்.,Transphobia
V4_679,எச்சக்க மாதிரி திருநங்கைகள் சந்தையில் சுற்றுவது வெட்கம்.,எச்சக்க மாதிரி திருநங்கைகள்,அவமதிப்பான சொற்கள் சமூக பாகுபாட்டை அதிகரிக்கின்றன.,Transphobia
V4_680,9 கூதி மாதிரி தெருவில் சுற்றுவது அருவருப்பு.,9 கூதி மாதிரி தெருவில் சுற்றுவது,ஒருவரின் அடையாளத்தை அவமதிப்பது பாகுபாடு.,Transphobia
V4_681,நாய்கள் மாதிரி திருநங்கைகள் பிச்சை கேட்கும் பழக்கம்.,நாய்கள் மாதிரி திருநங்கைகள் பிச்சை கேட்கும் பழக்கம்,பிச்சை கேட்பது பொருளாதார பிரச்சனை; அது பாலின அடையாளத்துடன் தொடர்பில்லை.,Transphobia
V4_682,9ம் தமிழ்நாட்டுக்கு வந்த திருநங்கைகள் தெருக்களில் சத்தமிட்டு பணம் கேட்பது நகரத்தை அருவருப்பாக்குது.,திருநங்கைகள் தெருக்களில் சத்தமிட்டு பணம் கேட்பது,பிச்சை கேட்பது பொருளாதார சிக்கல்; அது பாலின அடையாளத்துடன் சம்பந்தம் இல்லை.,Transphobia
V4_683,சந்தையில் திருநங்கை கும்பல் தூங்கி போட்டு மக்களை பயமுறுத்தி பணம் பறிப்பது அசிங்கம்.,திருநங்கை கும்பல் தூங்கி போட்டு மக்களை பயமுறுத்தி,குற்றம் செய்யும் ஒருவரின் பாலினத்தை அடிப்படையாக வைத்து மதிப்பிடக் கூடாது.,Transphobia
V4_684,சில திருநங்கைகள் குடிபோதையில் தெருவில் சண்டை போட்டு மக்களை அசிங்கப்படுத்தும் பழக்கம் வெறுப்பு தருகிறது.,திருநங்கைகள் குடிபோதையில் தெருவில் சண்டை போட்டு,ஒருவரின் நடத்தையைப் பார்த்து மதிப்பிட வேண்டும்; பாலின அடையாளத்தை அல்ல.,Transphobia
V4_685,போட்டை பசங்கள் மாதிரி நடந்து கொள்ளும் ஆண்கள் சமூகத்தில் கேலிக்குரியவர்கள் என நினைக்கிறேன்.,போட்டை பசங்கள்,பிறரை அவமதிக்கும் சொற்கள் சமூக பாகுபாட்டை அதிகரிக்கின்றன.,Transphobia
V4_686,விழாக்களில் இந்த அளவுகளை அனுமதிப்பது பொதுமக்களுக்கு தொந்தரவு தருகிறது.,இந்த அளவுகளை அனுமதிப்பது,பாலின அடையாளத்தின் அடிப்படையில் பங்கேற்பை தடுக்கக் கூடாது.,Transphobia
V4_687,அரசாங்கத்தில் யாரும் ஆதரவு செய்யாத மாதிரி திருநங்கைகள் எல்லாம் வேலை வாய்ப்பில் இருந்து நீக்கப்பட வேண்டும்.,திருநங்கைகள் எல்லாம் வேலை வாய்ப்பில் இருந்து நீக்கப்பட வேண்டும்,வேலை வாய்ப்பு மறுப்பு மனித உரிமை மீறல்.,Transphobia
V4_688,டிக்கெட் டிக்கெட் கேட்டு மக்களை தொந்தரவு செய்யும் திருநங்கைகள் வேற போய் பிச்சை கேட்கட்டும்.,திருநங்கைகள் வேற போய் பிச்சை கேட்கட்டும்,பிச்சை கேட்பது பொருளாதார சிக்கல்; பாகுபாட்டை நியாயப்படுத்த முடியாது.,Transphobia
V4_689,ரயில்வே ஸ்டேஷனில் திருநங்கைகள் கூடி காமெடி பேசிக் கொண்டு மக்களை கேலி செய்வது தவறு.,திருநங்கைகள் கூடி காமெடி பேசிக் கொண்டு,பிறரை கேலி செய்வது சமூக ஒற்றுமைக்கு தீங்கு.,Transphobia
V4_690,கோவிலுக்கு வரும் மக்களை மிரட்டி பிச்சை எடுக்கும் திருநங்கைகள் சமூகத்தை பாதிக்கின்றனர்.,திருநங்கைகள் மிரட்டி பிச்சை எடுக்கும்,பிச்சை கேட்பது பொருளாதார பிரச்சனை; அது பாலின அடையாளத்துடன் தொடர்பில்லை.,Transphobia
V4_691,ஆணா இல்லா பெண்ணா என்று திருநங்கைகளின் உடலை கேலி செய்வது அருவருப்பாக உள்ளது.,ஆணா இல்லா பெண்ணா என்று திருநங்கைகளின் உடலை கேலி செய்வது,உடல் அமைப்பை கேலி செய்வது மனித மரியாதைக்கு விரோதமானது.,Transphobia
V4_692,இந்த நகரத்தில் 9 திருநங்கைகள் கூடிக் கொண்டு தெருக்களில் சத்தமிட்டு அசிங்கப்படுத்துவது வெறுப்பை தூண்டும்.,திருநங்கைகள் கூடிக் கொண்டு தெருக்களில் சத்தமிட்டு அசிங்கப்படுத்துவது,"சமூக அமைதியை குலைக்கும் நடத்தை தவறு, ஆனால் பாலின அடையாளத்தின் அடிப்படையில் தீர்மானிக்கக் கூடாது.",Transphobia
V4_693,"ஏன்டாரினெனக் கேட்டு போறேன், ஆணா பெண்ணா தெரியாத மாதிரி உடை போட்டுக் கொண்டு நடமாடுவது வெட்கக்கேடு.",ஆணா பெண்ணா தெரியாத மாதிரி உடை போட்டுக் கொண்டு,உடை மற்றும் தோற்றம் தனி மனிதரின் உரிமை; அது மரியாதையுடன் அணுகப்பட வேண்டும்.,Transphobia
V4_694,போட்டை மாதிரி வேஷ்டி போட்டு காமெடி செய்வது சமூகத்தில் கேலி மற்றும் வெறுப்பை ஏற்படுத்துகிறது.,போட்டை மாதிரி வேஷ்டி போட்டு காமெடி செய்வது,நகைச்சுவை யாரையும் இழிவுபடுத்தக்கூடாது; அது பாகுபாட்டை வளர்க்கும்.,Transphobia
V4_695,சில Tomboy மாதிரி திருநங்கைகள் தெருவில் அசிங்கமாக கத்தி பேசுவது பொதுமக்களுக்கு தொந்தரவு.,Tomboy மாதிரி திருநங்கைகள் தெருவில் அசிங்கமாக கத்தி பேசுவது,உடை மற்றும் நடத்தை தேர்வுகள் குற்றமல்ல; பாகுபாடு தவிர்க்கப்பட வேண்டும்.,Transphobia
V4_696,தெருவோரத்தில் 10 ரூபாய் கேட்டு அச்சுறுத்தும் திருநங்கைகள் மக்கள் மனதில் வெறுப்பை உண்டாக்குகின்றனர்.,அச்சுறுத்தும் திருநங்கைகள் மக்கள் மனதில் வெறுப்பை உண்டாக்குகின்றனர்,பிச்சை கேட்பது வறுமையின் விளைவு; அதை பாலின அடையாளத்துடன் இணைக்கக் கூடாது.,Transphobia
V4_697,பெண்ணா ஆணா தெரியாத மாதிரி பேசிக் கொண்டு மக்களை கேலி செய்யும் திருநங்கைகள் கேவலமாக இருக்கின்றனர்.,பெண்ணா ஆணா தெரியாத மாதிரி பேசிக் கொண்டு,ஒருவரின் அடையாளத்தை கேலி செய்வது மரியாதைக்குரிய நடத்தை அல்ல.,Transphobia
V4_698,மொத ஆண்மையா பெண்ணமையா என்று பிறரை கேலி செய்வது சமுதாயத்தில் பாகுபாட்டை வளர்க்கும்.,மொத ஆண்மையா பெண்ணமையா என்று,பிறரை குறைக்கும் சொற்கள் சமூக ஒற்றுமையை குலைக்கும்.,Transphobia
V4_699,திருநங்கை பற்றிய பொய்யான பேச்சுகளை பரப்பி மக்களை வெறுப்படையச் செய்வது தவறு.,திருநங்கை பற்றிய பொய்யான பேச்சுகளை பரப்பி,பொய்யான தகவல்கள் பாகுபாட்டை வளர்க்கும்; உண்மையை மட்டுமே பகிர வேண்டும்.,Transphobia
V4_700,தெருவில் 9 புள்ளையங்க சத்தமிட்டு தொந்தரவு செய்வது வெட்கக்கேடு.,9 புள்ளையங்க சத்தமிட்டு தொந்தரவு செய்வது,"பொதுமக்களை தொந்தரவு செய்வது தவறு, ஆனால் பாலின அடையாளத்துடன் இணைக்கக் கூடாது.",Transphobia
V4_701,ஓரினச்சேர்க்கை நாயஂகளஂ இவங்க எல்லாம் எதுக்கு உயிரோட இருகாங்க தூ,நாயஂகளஂ இவங்க எல்லாம் எதுக்கு உயிரோட இருகாங்க தூ,ஓரினச்சேர்க்கை என்பது ஒரு இயற்கையான பங்கு. ஒவ்வொருவருக்கும் தங்களைப் போலவே வாழும் உரிமை உண்டு. அவமானப்படுத்தும் வார்த்தைகள் சமூக ஒற்றுமையை கேள்விக்குள்ளாக்குகின்றன.,Homophobia
V4_702,இனி அடுத்தது அனிமெல் செக்ஸ்க்கு  அனுமதி கிடைக்கும்டா ஆம்பளைய சுவைத்து போரடித்தால் நாய் மாடு என பல ஐட்டங்கள் இருக்குது என்சாய் பன்னுங்கடாடி,நாய் மாடு என பல ஐட்டங்கள் இருக்குது என்சாய் பன்னுங்கடாடி,"மனிதர்கள் இடையேயான சம்மதமான உறவுகளை மிருகங்களோடு ஒப்பிடுவது தவறான புரிதலை தருகிறது. ஓரினச்சேர்க்கை ஒரு அன்பும், மரியாதையும் கொண்ட உறவாகும்.",Homophobia
V4_703,ஓரினநாய் இவளயெல்லாம் நாட்டில விட்டு வைப்பதே மிக தவறு நாய்,ஓரினநாய் இவளயெல்லாம் நாட்டில விட்டு வைப்பதே மிக தவறு நா,ஒருவரின் பாலியல் விருப்பம் அடிப்படையில் அவர்களை நாட்டில் வாழ அனுமதிக்க வேண்டாம் என்பதெல்லாம் மதிப்பில்லாத கருத்து. எல்லோருக்கும் சம உரிமை இருக்க வேண்டும்.,Homophobia
V4_704,இயற்கைக்கு எதிராக எது செய்தாலும் விளைவு கடுமையாக இருக்கும்,எதிராக எது செய்தாலும் விளைவு கடுமையாக இருக்கும்,இயற்கையின் பெயரில் மக்கள் உரிமைகளை மறுக்க முடியாது. பல உயிரினங்களிலும் ஒரினச்சேர்க்கை இயற்கையாகவே உள்ளது. மனித நேயம் மிக முக்கியம்.,Homophobia
V4_705,ஓரினச்சேர்க்கை என்பது பாவமா ஆம் பரிசுத்த வேதம் சொல்கிறது ஓரினச்சேர்க்கை என்பது பாவம்,பாவமா ஆம் பரிசுத்த வேதம் சொல்கிறது ஓரினச்சேர்க்கை என்பது பாவம்,"மதங்கள் அன்பையும் கருணையையும் போதிக்கின்றன. வேத நூல்களை எப்போதும் மதிப்புடன் அணுக வேண்டும், ஆனால் அவை விருப்பங்களை பழி சொல்ல பயன்படுத்தக்கூடாது.",Homophobia
V4_706,இனி நம்ம ஆண் நட்போட போனாலே தப்பா பார்க்கும் டா என்ன கொடுமைஇப்படி சட்டம் வந்ததால் இன்னும் ஒரு ஜந்து ஆண்டுக்குள் கைப்பழக்கம் போல் ஓரினசேர்க்கை வந்து விடும்உத மச்சான் mood அ இருக்குடா செய்வமா என்று யோசிச்சி பாருங்கள் முக்காள்,இனி நம்ம ஆண் நட்போட போனாலே தப்பா பார்க்கும் டா என்ன கொடுமைஇப்படி சட்டம் வந்ததால் இன்னும் ஒரு ஜந்து ஆண்டுக்குள் கைப்பழக்கம் போல் ஓரினசேர்க்கை வந்து விடும்உத மச்சான் mood அ இருக்குடா செய்வமா என்று யோசிச்சி பாருங்கள் முக்காள்,ஓரினக்காதல் கண்டு கொள்ள முடியாத விஷயமல்ல. அது ஒருவரின் தனிப்பட்ட விருப்பமாகும். அதன் மீது திட்டவட்டமான பழி பேசுவதை தவிர்க்க வேண்டும்.,Homophobia
V4_707,அவர் அப்பா இது மாதிரி நினைத்து ஒரு ஆம்பளை கூட குடும்பம் நடத்தி இருந்தால் அவள் இப்போது இப்படி பேசிக்கொண்டு இருப்பாளா,ஒரு ஆம்பளை கூட குடும்பம் நடத்தி,"ஒரு சமூகத்தில் சகிப்புத்தன்மை வளர வேண்டுமானால், ஒவ்வொரு நபருக்கும் தனிப்பட்ட விருப்பங்களை மதிக்க கற்றுக்கொள்ள வேண்டும்.",Homophobia
V4_708,ஓரினை சேர்க்கை தனி மனித காமம் வேண்டுமானால் தீரும் அது தலைமுறையை உருவாக்குமா  கேள்வி நீதிபதிக்கு  வெளிநாட்டு மோகத்தின் ஆதிக்கம் கல்வி சுற்றுலா தொழில் நவீனம் விஞ்சானம் என்று நீண்டு போய் இன்று ஒருவனுக்கு ஒருத்தி என்ற கூற்று போய் ஒருவனுக்கு ஒருவன் ஒருத்திக்கு ஒருத்தி என்று ஆகிவிட்டது  ஓரின gay lesbian சேர்க்கையாளர்களுக்கு பாலின உரிமை தரலாம் அது சரி ஆனால் குற்றம் இல்லை என்பது தான் வருத்தம் ஏனெனில் இது நிச்சயமாக ஓரினச்சேர்க்கையாளர்கள் தற்போது திருநங்கை  அதிகரித்தது போல் ஆகிவிடும்,ஓரினை சேர்க்கை தனி மனித காமம் வேண்டுமானால் தீரும் அது தலைமுறையை உருவாக்குமா  கேள்வி நீதிபதிக்கு  வெளிநாட்டு மோகத்தின் ஆதிக்கம் கல்வி சுற்றுலா தொழில் நவீனம் விஞ்சானம் என்று நீண்டு போய் இன்று ஒருவனுக்கு ஒருத்தி என்ற கூற்று போய் ஒருவனுக்கு ஒருவன் ஒருத்திக்கு ஒருத்தி என்று ஆகிவிட்டது  ஓரின gay lesbian சேர்க்கையாளர்களுக்கு பாலின உரிமை தரலாம் அது சரி ஆனால் குற்றம் இல்லை என்பது தான் வருத்தம் ஏனெனில் இது நிச்சயமாக ஓரினச்சேர்க்கையாளர்கள் தற்போது திருநங்கை  அதிகரித்தது போல்,தனிமனித விருப்பங்களை வேடிக்கைபடுத்துவது நல்ல பழக்கம் அல்ல. அது அவர்களின் அடையாளத்தையே அவமதிக்கும் செயல்.,Homophobia
V4_709,நாசமா அழிந்து போவதற்கான உச்சக்கட்ட வழி தேவன் அருவருக்கும் மிகப்பெரிய பாவம் இப்படி தான் சோதோம் கொமோரா ல ஓரினசேர்க்கை செய்து மிதந்து கிட்டு இருந்தாங்க தேவன் அந்த நகரத்த மண்ணோட மண்ணாக்கினார் மறுபடியும் கொரோனா மாதிரி அழிவு வராம இருக்க அதை சட்டம் பூர்வமாக தவறு னு சொல்லனும் சோதோம் கொமோரா அழிந்ததற்க்கான ஆதாரங்கள் பூமியில் இருக்கிறது,நாசமா அழிந்து போவதற்கான உச்சக்கட்ட வழி தேவன் அருவருக்கும் மிகப்பெரிய பாவம் இப்படி தான் சோதோம் கொமோரா ல ஓரினசேர்க்கை செய்து மிதந்து கிட்டு இருந்தாங்க தேவன் அந்த நகரத்த மண்ணோட மண்ணாக்கினார் மறுபடியும் கொரோனா மாதிரி அழிவு வராம இருக்க அதை சட்டம் பூர்வமாக தவறு னு சொல்லனும் சோதோம் கொமோரா அழிந்ததற்க்கான,ஒவ்வொரு நபரும் தங்களை யார் என வரையறைக்க முடியும். ஒருவரது பாலியல் அடையாளத்தை கேள்விக்குள்ளாக்குவது அவர்களின் அடிப்படை உரிமையை மீறுவதாகும்.,Homophobia
V4_710,மாலினி நீ எத்தனை பேரோட ஓரினச்சேர்க்கை செய்கிறாய்,நீ எத்தனை பேரோட ஓரினச்சேர்க்கை செய்கிறாய்,"ஒரு நபரின் விருப்பங்கள் அவர்களுக்கே உரியது. அவர்களை இழிவாகப் பேசுவதை விட, புரிந்துகொள்ள முயற்சி செய்யும் மனப்பாங்கு வேண்டும்.",Homophobia
